n_estimators,eta,min_child_weight,max_depth,colsample_bytree,subsample
100,0.07,6,5,0.9,0.8
100,0.07,2,7,0.8,0.8
100,0.07,3,4,0.9,0.8
100,0.07,5,3,0.8,0.9
100,0.07,7,5,0.8,0.8
100,0.07,5,3,0.8,0.8
100,0.07,5,6,0.8,0.9
100,0.07,3,3,0.8,0.8
